root_id,cell_type
720575940650918521,NA
720575940630586167,CB3848
720575940633830113,Mi4
720575940643426414,CB3386
720575940628818023,BM_InOm
720575940624890126,NA
720575940626122780,T5d
720575940625134571,CB3846
720575940646667828,NA
720575940627888210,R1-6
720575940623450382,CB.FB8E0
720575940616964642,Tm12
720575940622434072,L2
720575940618044116,L1
720575940632645401,Tm9
720575940618631965,ocellar_retinula_cell
720575940618810533,NA
720575940622561485,T2
720575940637461389,Dm15
720575940639759987,Dm3
720575940622793668,CB1030
720575940637107886,TmY5a
720575940622500872,LCe04
720575940613288857,T2a
720575940631827527,NA
720575940634678112,Tm20
720575940614815199,CB0237
720575940624994830,T2
720575940625734525,NA
720575940643047460,L5
720575940618214360,NA
720575940629390854,R1-6
720575940634710629,NA
720575940618080285,Mi9
720575940643240904,NA
720575940635350520,T4c
720575940626367625,"PLP191,PLP192b"
720575940629352807,NA
720575940623017221,Tm20
720575940619114107,NA
720575940611028337,NA
720575940621819775,Tm4
720575940622044698,T2a
720575940628719121,MTe01
720575940628891408,Tm12
720575940621500342,Mi14
720575940617845277,T4b
720575940610532757,T4a
720575940619680085,T5c
720575940605291040,BM_InOm
720575940629757050,Tm4
720575940625524979,Lawf1
720575940631173805,NA
720575940633195079,TmY9
720575940629673004,R8
720575940632306706,L2
720575940631463528,L2
720575940621662490,Mi13
720575940616895627,T2a
720575940639749109,KCab
720575940617941046,KCab
720575940620003188,NA
720575940631561487,Tm3
720575940631477677,CB.FB2E1
720575940627974138,NA
720575940629406282,Dm8
720575940628654927,NA
720575940611720362,NA
720575940619537201,NA
720575940614037910,NA
720575940621132894,NA
720575940612519934,Y3
720575940643431022,CB1876
720575940611576526,L3
720575940616322783,C2
720575940634771892,NA
720575940627234069,DNge069
720575940632113359,NA
720575940615529414,NA
720575940625680074,BM_InOm
720575940631816143,T5b
720575940653317878,R1-6
720575940624885593,NA
720575940641663952,Mi4
720575940611727058,R1-6
720575940632742471,Lawf2
720575940628300529,NA
720575940613355423,NA
720575940605589378,CB2367
720575940606972593,NA
720575940629083983,TmY18
720575940639140329,NA
720575940639844925,T4c
720575940624319752,Mi4
720575940619208256,NA
720575940622863850,NA
720575940626418819,T2a
720575940611930466,T1
720575940635663979,NA
720575940622914917,R1-6
720575940619947373,NA
720575940631279119,L1
720575940632817253,TmY15
720575940613774334,NA
720575940618651170,L4
720575940622487634,Dm3
720575940644843031,NA
720575940626755783,NA
720575940634195819,T4d
720575940629977466,TmY3
720575940607047810,T4d
720575940627468821,L2
720575940622484211,NA
720575940619095454,TmY18
720575940619879845,Tm8
720575940630404419,TmY15
720575940631432552,Y4
720575940631527016,CB1415
720575940624280676,NA
720575940625567434,Tm5Y
720575940632787863,NA
720575940631256182,R1-6
720575940622655587,Tm16
720575940610755481,NA
720575940620258901,Mi4
720575940622962579,NA
720575940622056035,CB2100
720575940621590208,CB3820
720575940623277667,L3
720575940621589942,Mi14
720575940621533985,VC3_adPN
720575940623756215,KCapbp-m
720575940625970364,C2
720575940607972956,T2a
720575940603042272,Mi1
720575940608176514,NA
720575940630161819,Mt4
720575940616194677,T4a
720575940619742117,NA
720575940613897074,NA
720575940613737647,KCapbp-ap2
720575940632305951,NA
720575940630258380,Pm1
720575940636589669,Mi2
720575940628011602,L4
720575940619875152,Y3
720575940640163517,CB2353
720575940655702689,Tm12
720575940636022903,T4d
720575940609317897,R1-6
720575940622189436,T4d
720575940618528347,R7
720575940621090659,KCab
720575940634844351,Tm4
720575940620206501,NA
720575940620470187,Tm9
720575940632149217,LC10d
720575940616970836,NA
720575940636624014,CB1491
720575940607484939,NA
720575940624181436,CB3122
720575940627077714,CB2011
720575940610690709,T4d
720575940622286625,T4a
720575940626375230,Mi4
720575940615803807,T4c
720575940626542142,C3
720575940618681709,VS7
720575940611849395,Tm2
720575940618719471,NA
720575940628056296,Dm3
720575940648246649,KCapbp-ap1
720575940632404706,NA
720575940617674053,NA
720575940624012350,CB.FB2E2
720575940632081439,BM_InOm
720575940619111838,NA
720575940629910011,NA
720575940605559328,T5d
720575940637375630,R1-6
720575940623927822,Dm2
720575940635694772,Mi4
720575940637917673,CB3864
720575940628602371,T3
720575940629290256,L2
720575940608161116,NA
720575940626880314,NA
720575940621516179,NA
720575940618508774,R7
720575940635833791,L2
720575940607613653,Mi4
720575940641531856,R1-6
720575940632501668,CB1928
720575940629020154,Tm1
720575940626795364,L4
720575940605896736,NA
720575940635077112,NA
720575940631679201,CB1046
720575940648701572,Tm3
720575940627286044,TmY9
720575940615699306,L3
720575940607527602,Tm3
720575940617733021,Dm2
720575940612386257,L5
720575940610773970,R1-6
720575940630127634,CB2402
720575940610426051,C3
720575940636560730,KCapbp-ap2
720575940623897066,Tm9
720575940618694638,NA
720575940608612984,NA
720575940612842415,NA
720575940614778031,Tm8
720575940636384398,T5b
720575940640379507,NA
720575940623638506,T2
720575940627872515,NA
720575940618727291,T4d
720575940617814429,KCab
720575940636024687,Tm20
720575940606591836,NA
720575940615014184,CB1149
720575940614702047,C2
720575940627290122,CB1771
720575940632936248,R7
720575940629843986,CB2891
720575940645360663,Lawf2
720575940617079227,Pm4
720575940614675618,CB1969
720575940627506182,NA
720575940627082841,cLP01
720575940627402073,R1-6
720575940632651219,NA
720575940615583861,CB1172
720575940616588486,Mi4
720575940625414181,NA
720575940613606013,T5a
720575940627669322,CB2202
720575940619607243,NA
720575940623160140,TmY15
720575940623790947,T5c
720575940609114436,NA
720575940616716427,T5a
720575940620000891,T2
720575940629853306,Dm3
720575940628073216,Tm4
720575940620270552,R1-6
720575940621167496,NA
720575940620281691,NA
720575940630655737,Tm6
720575940620704588,L5
720575940627223897,R1-6
720575940632654440,L1
720575940613210265,R1-6
720575940638193892,NA
720575940620504534,NA
720575940612064997,T5b
720575940623897613,NA
720575940627801981,NA
720575940607257801,NA
720575940640275773,Tm20
720575940621602625,T4b
720575940626930206,CB1630
720575940621135621,Tm20
720575940618873838,Tm5a
720575940616439330,T4d
720575940614880671,NA
720575940618876062,KCab
720575940647100548,CB1038
720575940632176045,NA
720575940631129206,MTe54
720575940636609370,NA
720575940618265172,T4c
720575940627998739,L1
720575940619761217,TmY5a
720575940613576367,T2a
720575940630997975,NA
720575940638315753,L5
720575940623490748,NA
720575940627286344,NA
720575940635552447,R1-6
720575940633364388,T4c
720575940631247932,TmY18
720575940610533582,Mi1
720575940623295437,Dm2
720575940639116733,TmY4
720575940622650808,cLP03
720575940617935138,C3
720575940622077052,T5c
720575940631903819,CB3824
720575940618430609,L1
720575940625023024,JO-B
720575940607571913,TmY4
720575940606011570,Tm2
720575940621325338,NA
720575940613378531,L5
720575940633338705,Dm21
720575940648165508,R8
720575940627154106,T2
720575940625616108,TmY18
720575940617890901,CB1543
720575940631090759,NA
720575940620797976,NA
720575940621661318,CB3816
720575940637369909,NA
720575940622717683,NA
720575940623897992,cL03
720575940637418724,TmY14
720575940633859482,T5c
720575940634792858,T3
720575940615052241,R1-6
720575940619518854,NA
720575940621541514,KCab
720575940622023262,NA
720575940628969807,CB3608
720575940618490269,Tm3
720575940617473622,R1-6
720575940631600938,T2a
720575940639172149,NA
720575940619962422,Mi1
720575940622659866,NA
720575940620668498,L4
720575940624948553,L1
720575940625877178,MeTu3
720575940621123113,NA
720575940607594197,Tm4
720575940632809272,CB3819
720575940631853113,C2
720575940627824296,NA
720575940627953158,T5c
720575940624561127,T5a
720575940644552096,L2
720575940636118895,T5b
720575940622739981,T4d
720575940628386376,R1-6
720575940605379506,NA
720575940612983011,T3
720575940622795870,TmY3
720575940627983336,L5
720575940601867017,Tm5Y
720575940630339066,Tm6
720575940631343319,Pm4
720575940620651174,Tm1
720575940625640691,T3
720575940622133158,TmY18
720575940632202511,R1-6
720575940610478531,s-LNvb
720575940631504591,MeTu3
720575940615709663,Mi13
720575940630271862,NA
720575940644221038,NA
720575940621283931,CB3856
720575940620441821,CB1234
720575940620346417,LAL144a
720575940610812133,PS094b
720575940621454528,CB3828
720575940617516985,T5a
720575940606539465,T4a
720575940617975586,T4a
720575940618314048,T5c
720575940624837453,NA
720575940638675034,T4c
720575940617518548,L5
720575940614791645,T4a
720575940634080887,NA
720575940624693652,Tm2
720575940616073506,CB2577
720575940630012716,NA
720575940624535221,Tlp1
720575940637526446,CB3119
720575940622369148,T3
720575940611086546,Dm10
720575940630220414,Tm4
720575940626992202,CB1903
720575940624719818,T5a
720575940621362452,T2a
720575940637811059,NA
720575940619715568,NA
720575940628861244,T4c
720575940607674754,L1
720575940626449162,CB1759
720575940631506507,Y3
720575940627190035,Mi9
720575940623444676,CB1630
720575940631972532,TmY4
720575940626581525,NA
720575940624108060,NA
720575940638243300,NA
720575940623927559,T5b
720575940635116127,CB2904
720575940629063106,T4c
720575940629672041,Pm2
720575940622448368,C3
720575940629657931,NA
720575940622506022,NA
720575940632293191,T3
720575940631186596,T5b
720575940609195971,T5b
720575940617443001,NA
720575940630881280,R1-6
720575940624939865,T4b
720575940616365766,TmY5a
720575940613467158,R7
720575940625632656,T2
720575940618442681,NA
720575940628370960,L4
720575940612100314,NA
720575940622985254,T5c
720575940620735691,T4c
720575940641252048,Mi4
720575940622065761,CB3820
720575940628974864,Dm3
720575940628471811,mAL
720575940630954770,CB3851
720575940630029307,NA
720575940643281262,NA
720575940621116073,CB3346
720575940618501725,NA
720575940621202701,CB1055
720575940610462930,NA
720575940631873863,Tm9
720575940632837992,Tm4
720575940609798386,Tm9
720575940641599440,L5
720575940619639973,Dm2
720575940622252865,"CB.FB3,4D4"
720575940623592521,TmY14
720575940625489978,NA
720575940626917635,Mi1
720575940640991952,Mi2
720575940626119964,T2
720575940614312499,Dm2
720575940635212963,L5
720575940630416123,Y3
720575940633918827,NA
720575940615193651,Am
720575940617921877,NA
720575940624531348,C2
720575940647416708,T5c
720575940631540754,Dm21
720575940627290129,CB0082
720575940617332258,Tm20
720575940633858958,T2a
720575940629832207,CB1501
720575940654083489,Tm12
720575940633495597,R1-6
720575940634358196,T4d
720575940629406736,R1-6
720575940627157322,CB3799
720575940605411244,L4
720575940611570990,SMP284a
720575940615394572,CB2982
720575940622013257,NA
720575940626029852,L5
720575940647152419,L2
720575940623720842,Tm9
720575940631117635,NA
720575940614686058,BM_InOm
720575940626841106,Y3
720575940632685516,Tm9
720575940630868793,CB0700
720575940631683599,C2
720575940616303105,CB1117
720575940606173630,NA
720575940627327550,Dm6
720575940644179400,TmY18
720575940617636057,T4b
720575940618843489,CB2998
720575940620759174,NA
720575940616361740,Tm1
720575940624104265,CB0396
720575940620086511,TmY20
720575940623091165,TmY3
720575940625112909,CB1225
720575940628143376,NA
720575940627225866,Mi4
720575940640183936,T4b
720575940630841631,NA
720575940624697836,Mi13
720575940612214165,C2
720575940634532247,Tm9
720575940621429068,NA
720575940624634040,NA
720575940626807344,Pm4
720575940625194014,NA
720575940607287170,Tm4
720575940616998268,Dm21
720575940640372541,R1-6
720575940625178376,C2
720575940630995799,CB1659
720575940625093301,NA
720575940610230738,NA
720575940604863916,NA
720575940625584783,NA
720575940621765467,CB.FB5D4
720575940613484706,Mi15
720575940618220702,SMP404b
720575940626323075,T3
720575940631639058,NA
720575940621484982,Tm3
720575940614635757,CB3856
720575940624514056,TmY3
720575940621362804,Mi2
720575940631248079,T4a
720575940627600271,Tm9
720575940619878961,VS1
720575940632922927,Mi4
720575940617904208,DNpe089
720575940632712275,T4c
720575940622137182,Dm10
720575940621887398,Mi15
720575940618069077,T5a
720575940630706681,L1
720575940637797609,T4c
720575940606058668,Tm4
720575940625061117,L2
720575940614567611,NA
720575940627205386,NA
720575940613175666,Tm6
720575940625990146,Tm3
720575940624416912,TmY18
720575940624813129,Tm1
720575940639952000,T4a
720575940633015213,Mi13
720575940619780517,NA
720575940637152319,CB1089
720575940628508103,NA
720575940617515606,R1-6
720575940617815481,T5c
720575940630876463,CB3823
720575940635458228,Tm1
720575940625417353,NA
720575940638304222,R1-6
720575940624173641,NA
720575940610396718,T4b
720575940620696229,T4c
720575940625388365,Tm20
720575940650823289,L3
720575940615637846,NA
720575940640750976,CB3829
720575940618711535,NA
720575940618359745,KCab
720575940624387992,NA
720575940613959391,TPMN
720575940622361215,R7
720575940630872535,R1-6
720575940639170723,DNde002
720575940622021364,Dm21
720575940644319796,NA
720575940626557017,TmYem1
720575940619795416,TmY5a
720575940621002785,CB1681
720575940647022644,NA
720575940629549387,NA
720575940646209156,CB3765
720575940627994108,C3
720575940632816301,NA
720575940619610422,Dm8
720575940633166487,LC28
720575940627081994,NA
720575940633907854,T2
720575940612606673,KCapbp-m
720575940623533459,CB1826
720575940619355200,Dm20
720575940639100760,NA
720575940631905080,NA
720575940615276998,NA
720575940634820799,CB3851
720575940621096071,Am
720575940625994515,Tm20
720575940630340474,NA
720575940605513649,DNge226
720575940613291729,NA
720575940633357651,NA
720575940633446431,NA
720575940620326896,Mi9
720575940641120653,T4a
720575940636470373,NA
720575940628204550,T2
720575940625952755,NA
720575940626608911,T2
720575940617736571,T2
720575940606099586,LC10a
720575940623573292,Tm9
720575940615374954,CB3852
720575940626104561,NA
720575940634129844,CB1851
720575940640541091,lLN1_bc
720575940641633499,Mi9
720575940629963116,NA
720575940631929431,T4a
720575940626585604,NA
720575940629760890,Tm6
720575940621414185,NA
720575940614297640,NA
720575940609234130,LCe06
720575940630604652,Dm3
720575940613226221,T5d
720575940621096813,L2
720575940627299358,TmY15
720575940632503608,Dm14
720575940612743410,Tm20
720575940615617979,NA
720575940639241279,CB2664
720575940644276424,L3
720575940634682263,NA
720575940622475263,T4c
720575940627783174,CB2580
720575940627579665,T3
720575940632275025,NA
720575940622136129,NA
720575940614180904,Mi10
720575940621501183,CB2164
720575940636050271,Mi1
720575940614919330,CB3832
720575940629470455,TmY9
720575940612740374,C3
720575940640662899,Mi4
720575940630988544,C2
720575940636273294,T4c
720575940629537079,Dm10
720575940613239410,Tm1
720575940624075278,CB3480
720575940637320381,KCab
720575940637607565,Tm1
720575940615876313,CB2774
720575940614822621,T4c
720575940627064595,Mi9
720575940613618498,NA
720575940629067996,CB1422
720575940621265780,L3
720575940635374191,NA
720575940618536528,CB3442
720575940618667143,NA
720575940620943819,TmY14
720575940637406180,T5b
720575940622423139,TmYem1
720575940633184813,NA
720575940619194277,NA
720575940623269219,NA
720575940620778561,T5d
720575940612297957,Mi15
720575940637639822,T3
720575940646325614,Mi9
720575940644087496,Mi9
720575940626270666,T2a
720575940626919409,KCapbp-ap2
720575940629164842,CB0340
720575940619572529,CB1557
720575940619812555,Tm9
720575940628870782,L3
720575940631210819,R1-6
720575940623181993,Dm9
720575940624388878,NA
720575940625114201,Tm3
720575940612504243,Dm21
720575940608607836,CB3848
720575940604030566,CB2353
720575940616143922,Tm20
720575940618759734,Tm2
720575940641312208,TmY3
720575940621544530,Dm3
720575940607579314,Dm3
720575940603842476,T4d
720575940627964805,NA
720575940613032854,L3
720575940633903758,Tm5Y
720575940631787471,R1-6
720575940637778094,L4
720575940635351659,Mi14
720575940632638803,CB1640
720575940636789861,NA
720575940630209658,NA
720575940614412434,Pm1
720575940613738415,KCapbp-ap2
720575940645191447,Dm15
720575940631883345,CB3846
720575940644885783,NA
720575940637699773,NA
720575940639173173,NA
720575940623881450,Y1
720575940614923314,NA
720575940650149753,NA
720575940628748616,Tm5c
720575940627351751,NA
720575940625585812,L1
720575940610575918,NA
720575940636261488,NA
720575940627775019,Tm3
720575940620418987,T2a
720575940632661412,T4b
720575940621913897,KCapbp-m
720575940631088402,KCab
720575940631153491,NA
720575940638988260,MTe52
720575940638323940,Mi9
720575940630793943,T4c
720575940619360085,NA
720575940612248469,T2
720575940623305107,Tm9
720575940645458542,L1
720575940621630540,LLPC2
720575940659314817,KCab
720575940620221716,CB1777
720575940627525181,T5a
720575940643808023,TmY3
720575940639748816,NA
720575940612273575,CB2228
720575940624748419,DNg08_a
720575940620162901,CB3851
720575940634685375,Mi4
720575940625529843,Tm3
720575940614545839,R1-6
720575940616904029,T5d
720575940650588537,C2
720575940628397828,NA
720575940647205497,NA
720575940620030633,Tm9
720575940616205707,T5d
720575940647460643,T2
720575940635339406,TmY3
720575940630009551,Mi13
720575940619451233,NA
720575940614275299,L1
720575940635239342,NA
720575940627571742,Dm3
720575940618021755,NA
720575940618374558,"CB.FB3,4D4"
720575940633608915,CB3821
720575940623167768,Tm6
720575940614861974,KCab
720575940639398965,TmY4
720575940635790644,T4d
720575940618896965,Dm10
720575940629587787,CB3801
720575940621192886,Dm3
720575940625663525,CB1111
720575940620943743,NA
720575940637943093,Dm3
720575940615338891,NA
720575940644174958,T4c
720575940609825230,CB1823
720575940625048201,CB2572
720575940622870004,L1
720575940626292773,Mi4
720575940632742099,NA
720575940630951484,T3
720575940621619382,Tm6
720575940615720854,R1-6
720575940605757356,R1-6
720575940623554311,C3
720575940628850475,Tm16
720575940628151772,CB2707
720575940628205711,TmYem1
720575940632069657,Mi4
720575940622353740,CB3852
720575940613606575,T5b
720575940624355051,BM_dPoOr
720575940640160957,Dm9
720575940616437597,BM_InOm
720575940616204352,NA
720575940615832577,NA
720575940619153136,NA
720575940631114348,NA
720575940621597167,T3
720575940631000773,NA
720575940612922005,Tm16
720575940614997471,Mi15
720575940607596811,CB1950
720575940610678392,L4
720575940620346840,L1
720575940606741682,T3
720575940632444943,Pm4
720575940612763158,NA
720575940617351099,SLP465a
720575940620953254,TPMN
720575940649809273,DNge191
720575940618237780,T3
720575940618907757,NA
720575940647920692,Am
720575940625893157,Tm6
720575940624901107,NA
720575940616228725,T4a
720575940644576968,CB3834
720575940613151706,NA
720575940635716203,Mi14
720575940619103030,Mi4
720575940631021672,NA
720575940622236284,TmY20
720575940631799343,CB1498
720575940661318017,NA
720575940621482665,NA
720575940628873039,NA
720575940636810926,Mi2
720575940629293671,NA
720575940618609665,NA
720575940621314593,JO-D
720575940639021540,R7
720575940623744461,R1-6
720575940637070191,NA
720575940634276065,Dm3
720575940620858989,Dm3
720575940620343000,Mi1
720575940624144893,CB2578
720575940620454384,CB3365
720575940627323261,Dm3
720575940615606489,SLP286b
720575940609033993,NA
720575940618834017,CB1441
720575940620488539,NA
720575940628694121,T4c
720575940628377618,T4d
720575940624305812,labial_nerve_sensory_descending
720575940630624247,MTe01
720575940616491993,NA
720575940625432299,L4
720575940631684293,TmY9
720575940644880932,Tm4
720575940643532836,Tm8
720575940631476364,TmYem1
720575940626903340,Tm2
720575940627231498,T5a
720575940633227148,L5
720575940610904878,Mi9
720575940633615807,T5a
720575940625513549,Mi2
720575940628070421,T1
720575940646152995,Dm10
720575940646392611,CB3848
720575940630031055,NA
720575940631681095,Mi1
720575940615693766,T5d
720575940623697432,R1-6
720575940607958990,R1-6
720575940646484020,NA
720575940620899019,L2
720575940625271845,NA
720575940618942747,CB0987
720575940618759128,NA
720575940613443746,TmY9
720575940618490651,L3
720575940616492305,T4a
720575940620237039,T5b
720575940635063663,NA
720575940618851613,T2
720575940641512656,L1
720575940623583123,Mi13
720575940623281591,NA
720575940628002348,NA
720575940636410292,Tm3
720575940613637374,NA
720575940610101210,KCab
720575940612466329,T5c
720575940626911131,NA
720575940612976039,LTe36
720575940634330991,L4
720575940614901151,TmY4
720575940623179460,Tm5c
720575940627430672,NA
720575940611502546,L4
720575940629745022,NA
720575940635902047,Tm4
720575940630179116,NA
720575940609060420,NA
720575940616289364,L5
720575940626850916,R1-6
720575940618539422,NA
720575940614547602,T5d
720575940640759971,TmY11
720575940629440006,NA
720575940646350388,TmYem1
720575940629429118,TmY9
720575940634645273,R1-6
720575940644196296,NA
720575940627219044,Pm2
720575940615261235,Mi1
720575940608803081,Mi10
720575940621324927,CB1458
720575940634102241,L3
720575940631238487,Mi2
720575940625157885,Mi2
720575940603673056,NA
720575940626643914,TmY3
720575940626420220,CB1785
720575940629951504,R8
720575940613560549,L2
720575940650646137,Dm8
720575940631598031,Mi4
720575940618381981,T4c
720575940617019846,CB0095
720575940611279566,L3
720575940619353211,T4d
720575940628496104,R1-6
720575940625652272,L1
720575940608181515,L1
720575940630126652,Dm3
720575940610940462,NA
720575940615007399,L4
720575940605710112,TmY9
720575940625156901,NA
720575940614476967,CB1981
720575940645491748,L2
720575940626452220,MeTu4
720575940629428350,T4c
720575940611913938,Pm2
720575940625803336,CB3649
720575940629213639,NA
720575940631536455,T5d
720575940625033196,CB3824
720575940614547879,T4a
720575940629638186,NA
720575940629884688,Pm2
720575940630898944,R7
720575940618750006,T4c
720575940626926991,T4c
720575940630729320,T5b
720575940627248911,Mi2
720575940622633200,Tm4
720575940617735995,Dm2
720575940623567945,NA
720575940639953742,TmY15
720575940609348676,NA
720575940620596273,CB3851
720575940635936703,R8
720575940629057040,Mi9
720575940634199778,L1
720575940624919482,Tm4
720575940631939415,CB0717
720575940635614942,NA
720575940624806292,Dm2
720575940625564505,Dm2
720575940637809326,NA
720575940617602843,C3
720575940615631266,NA
720575940624698040,T5b
720575940628697538,CB1857
720575940608299650,Pm2
720575940612853354,KCapbp-ap2
720575940615905036,T2a
720575940617359138,Tm6
720575940624513255,T4a
720575940627384049,SLP400b
720575940651198710,CB0986
720575940630656204,NA
720575940616407106,C2
720575940629583515,TmY5a
720575940611778290,Mi1
720575940622660101,R1-6
720575940625092154,NA
720575940631356491,NA
720575940618486219,NA
720575940616164767,Tm2
720575940628772368,NA
720575940616842141,NA
720575940630850617,LAL043a
720575940606385440,NA
720575940636167280,M_lv2PN9t49a
720575940619747137,Tm12
720575940650618870,Mi9
720575940617650203,NA
720575940623115433,MeTu4
720575940638611034,TmY15
720575940623607748,Tm3
720575940622355788,T4b
720575940619072001,R8
720575940628205417,NA
720575940630706683,T4b
720575940614681598,TmY3
720575940619254448,KCapbp-m
720575940626432812,TmY3
720575940621394497,LCe01
720575940629357932,NA
720575940637379517,NA
720575940632380814,NA
720575940635007513,TmY9
720575940631222287,T2
720575940625823376,T5b
720575940641122957,NA
720575940624460791,Mi2
720575940616123807,Dm2
720575940619259806,Tm3
720575940619960630,NA
720575940644741412,T4b
720575940611939290,DNg12_a
720575940633055970,Tm5a
720575940621765876,L1
720575940647826052,T4b
720575940637088367,TmY18
720575940622913575,CB3864
720575940612695525,Mi9
720575940618199094,NA
720575940625012005,NA
720575940620968021,CB3818
720575940629246940,Dm3
720575940608083780,CL323a
720575940636972400,VS8
720575940630641143,T1
720575940635476634,R1-6
720575940630988818,Tm6
720575940622491980,Tm6
720575940625770644,Tm2
720575940617811540,NA
720575940613591761,T4c
720575940640570496,Mi13
720575940626632088,Mi15
720575940628271114,R1-6
720575940632842963,NA
720575940639040846,T5c
720575940627386698,CB2654
720575940610070467,R1-6
720575940613788172,CB1181
720575940613423870,CB0488
720575940624981069,BM_InOm
720575940617633819,Lawf1
720575940609874500,Dm3
720575940623544551,T4a
720575940631883320,T5a
720575940624822771,T5b
720575940624644615,R1-6
720575940638245027,NA
720575940636309594,NA
720575940624424939,Tm6
720575940625967390,LTe38c
720575940627153939,T5a
720575940635706778,Mi13
720575940645382691,CB1625
720575940629787006,Tm12
720575940622440820,CB2342
720575940604019424,NA
720575940629860507,R1-6
720575940620262465,CB0812
720575940623448188,C3
720575940634237791,T4d
720575940637610597,T4c
720575940619674790,Tm4
720575940614931966,CB3848
720575940658640001,CB2377
720575940623432572,Tm4
720575940634475119,NA
720575940606480073,T4c
720575940615706271,Tm5c
720575940616194610,CB0819
720575940617358267,T1
720575940609387273,Lawf1
720575940627108636,R7
720575940618425693,Mi2
720575940640766004,T5d
720575940619576384,Tm5c
720575940623676600,NA
720575940617630301,L2
720575940620205951,NA
720575940620447568,NA
720575940632963128,Tm5Y
720575940619676654,NA
720575940610588565,CB0637
720575940624701332,Tm5c
720575940615786897,CB2251
720575940612648029,Mi14
720575940621625953,T4a
720575940621975081,NA
720575940621146733,Tm1
720575940622486057,LC10e
720575940619923358,TmY11
720575940633672162,T5c
720575940620398957,Mi13
720575940622819464,T2
720575940631448716,T4c
720575940613752062,CB0346
720575940637215088,MeTu1
720575940646500996,Mi15
720575940614750870,Mi1
720575940626026005,Mi1
720575940628917763,CB1258
720575940613470230,CB3854
720575940622099009,CB3853
720575940632639007,NA
720575940627717784,R1-6
720575940622853258,CB3153
720575940630940943,AOTU008d
720575940627997592,L3
720575940626586626,T5c
720575940617937287,NA
720575940623637981,L3
720575940613934563,MTe52
720575940620950042,NA
720575940617146513,CB3851
720575940609499000,T4b
720575940630418810,NA
720575940607865180,NA
720575940640266584,L2
720575940622142580,R1-6
720575940624669733,NA
720575940630833093,Tm20
720575940616115654,Tm2
720575940608186307,NA
720575940609191177,NA
720575940630578396,Tm3
720575940621398255,T1
720575940638832100,R1-6
720575940627026279,NA
720575940615184022,Tm12
720575940626138298,Tm3
720575940615502130,NA
720575940634800282,KCab
720575940619944360,Mi1
720575940628579066,PVLP123c
720575940627739023,CB0923
720575940635435159,cLP01
720575940631425128,Tm5Y
720575940626768442,CB0691
720575940618728395,ORN_VM6
720575940614106791,T5d
720575940611948437,Dm10
720575940608816067,Tm20
720575940640865664,R1-6
720575940632635053,CB2053
720575940631893847,Dm10
720575940631105654,Tm16
720575940621107847,DNge131
720575940621477458,T4c
720575940631199744,NA
720575940630196705,T2a
720575940620350805,Dm3
720575940621694561,CB3864
720575940620767073,T5c
720575940635120223,T2a
720575940619312705,Dm2
720575940618984315,T4b
720575940632701523,NA
720575940614511372,CB3845
720575940630460727,TmY5a
720575940641182672,NA
720575940653088246,Tm1
720575940628648903,Lawf2
720575940604866476,PS004b
720575940622457164,Mi9
720575940628117129,TmY11
720575940628971850,C3
720575940610718869,Tm20
720575940608886741,NA
720575940630969051,JO-C
720575940639761024,Dm4
720575940637274766,NA
720575940636578014,NA
720575940609316050,DNpe008
720575940614614495,LT61b
720575940638136922,TmY5a
720575940627347849,Dm8
720575940624167827,R1-6
720575940636585079,Tm4
720575940619881777,TmY20
720575940618335961,MTe50
720575940616702262,NA
720575940628687259,NA
720575940623498378,NA
720575940625655992,NA
720575940620113054,CB3304
720575940608964565,Tm2
720575940608373769,Tm3
720575940630650130,JO-E
720575940620992165,Lawf1
720575940635370396,NA
720575940633557924,NA
720575940640401293,Tm1
720575940618940244,NA
720575940619717717,Tm20
720575940633470116,L3
720575940631971346,T4c
720575940637726810,T2
720575940625042667,LCe03
720575940626326121,CB2750
720575940617767764,NA
720575940652064502,ORN_VC3
720575940638316084,T2a
720575940624582438,TmY18
720575940637066352,"CB.FB3,4A2"
720575940627232830,TmY18
720575940604561510,Tm3
720575940629592119,CB2072
720575940612439958,BM_InOc
720575940630804933,C3
720575940639768448,T4b
720575940618882843,R1-6
720575940621540586,NA
720575940639634304,DNge022
720575940604985265,NA
720575940622787978,NA
720575940627106200,Tm4
720575940638156772,Tm1
720575940627472684,NA
720575940621794636,Tlp1
720575940628083516,NA
720575940636252302,T3
720575940624458791,Mi9
720575940624822503,T4c
720575940628886020,NA
720575940646305827,L1
720575940626997434,L2
720575940631344914,Tm1
720575940625555749,CB1285
720575940632457320,L1
720575940661271937,CB3833
720575940639383896,T3
720575940630670893,NA
720575940619062693,T4b
720575940632307048,R1-6
720575940626744921,NA
720575940630618711,CB1238
720575940620120155,NA
720575940622930200,CB3369
720575940620147323,NA
720575940624757739,T5b
720575940640802163,LTe15
720575940627257361,NA
720575940637814494,T3
720575940626377278,Dm21
720575940622114214,Am
720575940616482955,Tm1
720575940635559092,TmY3
720575940626883345,CB2298
720575940627247620,T4b
720575940636825054,Mi15
720575940635229303,CB2054
720575940628598633,Tm20
720575940617590929,NA
720575940623125518,T3
720575940637156197,R8
720575940622886413,CB1317
720575940627356547,Mt4
720575940633016019,T5b
720575940611450722,Dm12
720575940631295080,Dm3
720575940633333916,CB2018
720575940633696666,T4d
720575940623339495,NA
720575940628685059,NA
720575940634396863,NA
720575940629090754,NA
